epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
59,760.801,0.91242,0.59666,0.80452,0.91016,0.93429,0.95507,0.68013,0.84618,0.49211,0.80525,7.62182e-05,7.62182e-05,7.62182e-05
60,773.433,0.92081,0.59229,0.80125,0.93718,0.91757,0.95753,0.67771,0.84823,0.4855,0.8051,7.44461e-05,7.44461e-05,7.44461e-05
61,786.219,0.91576,0.59432,0.80112,0.91559,0.93131,0.95434,0.67894,0.8362,0.48282,0.80383,7.2674e-05,7.2674e-05,7.2674e-05
62,798.991,0.8984,0.58181,0.80313,0.89139,0.95149,0.95654,0.67978,0.83123,0.4822,0.80317,7.09019e-05,7.09019e-05,7.09019e-05
63,811.872,0.90775,0.58445,0.80033,0.9197,0.91606,0.95766,0.68666,0.83222,0.47914,0.80216,6.91298e-05,6.91298e-05,6.91298e-05
64,824.599,0.91589,0.58275,0.80583,0.92393,0.91314,0.95862,0.68591,0.8377,0.47797,0.80355,6.73577e-05,6.73577e-05,6.73577e-05
65,837.394,0.89707,0.57229,0.8043,0.91183,0.93774,0.95747,0.68392,0.83096,0.47764,0.80196,6.55856e-05,6.55856e-05,6.55856e-05
66,850.4,0.88768,0.56871,0.80464,0.92687,0.92752,0.96016,0.68656,0.83289,0.48137,0.8036,6.38135e-05,6.38135e-05,6.38135e-05
67,863.336,0.9027,0.56978,0.80211,0.93277,0.9269,0.9634,0.68828,0.83282,0.47925,0.80346,6.20414e-05,6.20414e-05,6.20414e-05
68,876.162,0.89865,0.56879,0.80039,0.92237,0.9234,0.96134,0.68557,0.82529,0.47357,0.80303,6.02693e-05,6.02693e-05,6.02693e-05
69,888.951,0.88274,0.5621,0.80034,0.92848,0.93272,0.95772,0.68939,0.82819,0.47224,0.80106,5.84972e-05,5.84972e-05,5.84972e-05
70,901.722,0.89652,0.56592,0.80194,0.93067,0.93073,0.9616,0.68889,0.83027,0.47047,0.80253,5.67251e-05,5.67251e-05,5.67251e-05
71,914.275,0.8703,0.55167,0.80065,0.93301,0.92712,0.96249,0.68804,0.82809,0.46747,0.80366,5.4953e-05,5.4953e-05,5.4953e-05
72,927.297,0.88447,0.55265,0.798,0.92521,0.93785,0.96103,0.68559,0.82943,0.46706,0.8039,5.31809e-05,5.31809e-05,5.31809e-05
73,940.135,0.87765,0.55018,0.80003,0.92582,0.94008,0.96402,0.68724,0.8298,0.4675,0.80199,5.14088e-05,5.14088e-05,5.14088e-05
74,953.04,0.86794,0.54992,0.80189,0.92673,0.93608,0.95976,0.68728,0.82787,0.46593,0.80291,4.96367e-05,4.96367e-05,4.96367e-05
75,966.183,0.88424,0.55226,0.79737,0.93317,0.93019,0.96306,0.6895,0.82716,0.46432,0.80318,4.78646e-05,4.78646e-05,4.78646e-05
76,979.183,0.87463,0.5396,0.79963,0.92242,0.93796,0.96187,0.68684,0.82577,0.46781,0.80335,4.60925e-05,4.60925e-05,4.60925e-05
77,991.759,0.87906,0.55037,0.79606,0.92611,0.93198,0.96102,0.69065,0.82213,0.45769,0.80223,4.43204e-05,4.43204e-05,4.43204e-05
78,1004.7,0.88129,0.54325,0.79914,0.93075,0.93598,0.96255,0.68694,0.81793,0.45623,0.80084,4.25483e-05,4.25483e-05,4.25483e-05
79,1017.39,0.8775,0.54875,0.79967,0.91161,0.93999,0.95824,0.68143,0.82457,0.46861,0.80091,4.07762e-05,4.07762e-05,4.07762e-05
80,1030.15,0.86945,0.5412,0.79891,0.92818,0.942,0.95943,0.68841,0.82118,0.45881,0.80136,3.90041e-05,3.90041e-05,3.90041e-05
