epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
83,1718.99,0.66815,0.44759,0.81418,0.93881,0.94762,0.97786,0.75337,0.73635,0.43088,0.82903,3.36878e-05,3.36878e-05,3.36878e-05
84,1739.64,0.66851,0.44437,0.81703,0.93611,0.94525,0.97603,0.751,0.73603,0.42944,0.82875,3.19157e-05,3.19157e-05,3.19157e-05
85,1760.27,0.66115,0.44249,0.81403,0.93334,0.95269,0.97519,0.75094,0.73481,0.42946,0.82763,3.01436e-05,3.01436e-05,3.01436e-05
86,1780.93,0.65701,0.43645,0.81273,0.93222,0.94552,0.97632,0.75271,0.73868,0.42759,0.82922,2.83715e-05,2.83715e-05,2.83715e-05
87,1801.75,0.66182,0.4407,0.81589,0.93566,0.9553,0.97672,0.7512,0.73547,0.427,0.82935,2.65994e-05,2.65994e-05,2.65994e-05
88,1822.44,0.65824,0.43629,0.81246,0.94662,0.94438,0.97841,0.75263,0.73566,0.42731,0.82858,2.48273e-05,2.48273e-05,2.48273e-05
89,1842.97,0.65441,0.43654,0.81159,0.94028,0.94454,0.97659,0.75128,0.73415,0.42953,0.82932,2.30552e-05,2.30552e-05,2.30552e-05
90,1863.74,0.64964,0.43314,0.81349,0.93059,0.95532,0.97718,0.75407,0.73373,0.42271,0.82952,2.12831e-05,2.12831e-05,2.12831e-05
91,1891.65,0.64808,0.43121,0.81446,0.93144,0.95708,0.9758,0.74982,0.73571,0.42392,0.82908,1.9511e-05,1.9511e-05,1.9511e-05
92,1912.29,0.65579,0.43445,0.81507,0.93709,0.95315,0.97618,0.75362,0.73266,0.42431,0.82774,1.77389e-05,1.77389e-05,1.77389e-05
93,1932.67,0.64477,0.42817,0.81185,0.93522,0.95256,0.97593,0.75073,0.72982,0.42222,0.8272,1.59668e-05,1.59668e-05,1.59668e-05
94,1953.25,0.64743,0.43338,0.81347,0.93377,0.94914,0.97796,0.75186,0.73177,0.42413,0.82805,1.41947e-05,1.41947e-05,1.41947e-05
95,1973.48,0.65167,0.43357,0.81408,0.93539,0.95016,0.97637,0.74932,0.7316,0.42155,0.828,1.24226e-05,1.24226e-05,1.24226e-05
96,1993.76,0.64537,0.42562,0.81131,0.94054,0.93803,0.97634,0.75329,0.73116,0.42187,0.82872,1.06505e-05,1.06505e-05,1.06505e-05
97,2014.32,0.64811,0.42942,0.81158,0.92595,0.95585,0.9769,0.7509,0.73307,0.42038,0.82877,8.8784e-06,8.8784e-06,8.8784e-06
98,2034.91,0.64449,0.42779,0.81061,0.92563,0.95319,0.97665,0.74937,0.73359,0.42143,0.82854,7.1063e-06,7.1063e-06,7.1063e-06
99,2055.62,0.6452,0.42628,0.81171,0.93166,0.94861,0.97681,0.74831,0.73621,0.42054,0.82946,5.3342e-06,5.3342e-06,5.3342e-06
100,2076.41,0.63736,0.42189,0.8087,0.9334,0.94644,0.97679,0.75109,0.73254,0.42104,0.82894,3.5621e-06,3.5621e-06,3.5621e-06
