epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,431.356,0.86329,0.90291,0.84286,0.86219,0.80576,0.90341,0.64319,0.83967,0.61688,0.83971,0.000141786,0.000141786,0.000141786
23,450.966,0.85996,0.87675,0.84107,0.9012,0.81882,0.92018,0.66094,0.85419,0.60512,0.84127,0.000140014,0.000140014,0.000140014
24,470.422,0.85283,0.85475,0.84244,0.90945,0.81322,0.92135,0.66266,0.84397,0.607,0.84036,0.000138242,0.000138242,0.000138242
25,489.626,0.85042,0.82714,0.84102,0.89741,0.84669,0.93888,0.68334,0.84128,0.59981,0.84304,0.00013647,0.00013647,0.00013647
26,508.912,0.83852,0.80019,0.83585,0.92779,0.83021,0.94453,0.68862,0.82977,0.57889,0.83684,0.000134697,0.000134697,0.000134697
27,528.781,0.83226,0.78224,0.83755,0.91894,0.82594,0.94622,0.68934,0.82608,0.58933,0.83789,0.000132925,0.000132925,0.000132925
28,548.148,0.83071,0.7864,0.83933,0.90326,0.84409,0.92892,0.67155,0.82636,0.57737,0.83731,0.000131153,0.000131153,0.000131153
29,567.744,0.82988,0.76259,0.83361,0.90722,0.87035,0.95116,0.69751,0.81401,0.55429,0.83712,0.000129381,0.000129381,0.000129381
30,587.048,0.82239,0.74008,0.83893,0.91908,0.87013,0.94903,0.69237,0.82171,0.55241,0.83617,0.000127609,0.000127609,0.000127609
31,606.314,0.82147,0.72274,0.84209,0.92079,0.86363,0.94187,0.69953,0.80796,0.54897,0.83508,0.000125837,0.000125837,0.000125837
32,625.685,0.81062,0.72518,0.83378,0.90439,0.89879,0.94887,0.69807,0.80509,0.54131,0.83443,0.000124065,0.000124065,0.000124065
33,644.993,0.80945,0.70294,0.83139,0.93026,0.86869,0.96191,0.70833,0.80883,0.53874,0.83391,0.000122293,0.000122293,0.000122293
34,664.326,0.81093,0.69766,0.83227,0.92348,0.89296,0.95473,0.70086,0.81932,0.54632,0.8336,0.000120521,0.000120521,0.000120521
35,683.657,0.80396,0.68474,0.8319,0.91652,0.88194,0.96133,0.71041,0.79747,0.53125,0.83406,0.000118749,0.000118749,0.000118749
36,702.922,0.80542,0.67962,0.83096,0.89356,0.91973,0.96025,0.70102,0.80215,0.53293,0.83268,0.000116976,0.000116976,0.000116976
37,722.326,0.80699,0.66431,0.83599,0.91017,0.90454,0.96163,0.70391,0.80673,0.53082,0.83396,0.000115204,0.000115204,0.000115204
38,741.684,0.79249,0.64087,0.83067,0.91899,0.90214,0.96175,0.70906,0.79893,0.52577,0.83247,0.000113432,0.000113432,0.000113432
39,761.14,0.7916,0.63773,0.83064,0.91945,0.8992,0.95925,0.7134,0.79595,0.51843,0.83026,0.00011166,0.00011166,0.00011166
40,780.516,0.79148,0.63598,0.83051,0.9062,0.91414,0.96015,0.71287,0.79205,0.5104,0.83209,0.000109888,0.000109888,0.000109888
41,799.978,0.7872,0.6213,0.82989,0.9174,0.89949,0.95638,0.70215,0.79717,0.51517,0.8317,0.000108116,0.000108116,0.000108116
42,819.522,0.78883,0.62006,0.82989,0.94933,0.88616,0.96069,0.70822,0.79721,0.5121,0.83034,0.000106344,0.000106344,0.000106344
43,838.541,0.77681,0.6127,0.82981,0.91029,0.94237,0.96604,0.71309,0.79632,0.51147,0.83283,0.000104572,0.000104572,0.000104572
44,857.712,0.78492,0.61317,0.82861,0.90767,0.92327,0.96571,0.71512,0.79219,0.505,0.82987,0.0001028,0.0001028,0.0001028
45,876.947,0.78015,0.60562,0.82635,0.94332,0.90003,0.9678,0.71884,0.78856,0.50012,0.82936,0.000101028,0.000101028,0.000101028
46,896.32,0.77289,0.59226,0.82694,0.94717,0.90284,0.96894,0.72089,0.78505,0.49434,0.83069,9.92555e-05,9.92555e-05,9.92555e-05
47,915.228,0.77895,0.59768,0.82583,0.88148,0.95126,0.96741,0.72202,0.78454,0.4981,0.82919,9.74834e-05,9.74834e-05,9.74834e-05
48,934.707,0.77248,0.58584,0.82659,0.93001,0.90312,0.96498,0.72572,0.77777,0.49424,0.82808,9.57113e-05,9.57113e-05,9.57113e-05
49,953.888,0.76789,0.57477,0.82841,0.94255,0.90152,0.96629,0.72463,0.78235,0.49844,0.82764,9.39392e-05,9.39392e-05,9.39392e-05
50,973.03,0.77044,0.57782,0.82877,0.94213,0.90925,0.96932,0.72117,0.77611,0.4914,0.82763,9.21671e-05,9.21671e-05,9.21671e-05
51,992.222,0.76089,0.56747,0.82797,0.94275,0.90283,0.9666,0.71887,0.78321,0.48818,0.83021,9.0395e-05,9.0395e-05,9.0395e-05
52,1012.67,0.7544,0.5588,0.82946,0.93732,0.89977,0.96756,0.71612,0.77959,0.49039,0.82828,8.86229e-05,8.86229e-05,8.86229e-05
53,1034.05,0.75519,0.56145,0.82194,0.93165,0.9088,0.96562,0.72234,0.76957,0.48818,0.82783,8.68508e-05,8.68508e-05,8.68508e-05
54,1054.02,0.75257,0.55223,0.82437,0.9474,0.9054,0.97001,0.71803,0.77667,0.48341,0.82964,8.50787e-05,8.50787e-05,8.50787e-05
55,1073.31,0.746,0.54948,0.82412,0.92881,0.91921,0.96996,0.7205,0.76584,0.48182,0.82546,8.33066e-05,8.33066e-05,8.33066e-05
56,1092.69,0.75055,0.54817,0.82089,0.91503,0.9412,0.97017,0.72176,0.76691,0.48162,0.82601,8.15345e-05,8.15345e-05,8.15345e-05
57,1111.95,0.74756,0.54959,0.82341,0.93293,0.90392,0.96547,0.71929,0.77426,0.48071,0.82712,7.97624e-05,7.97624e-05,7.97624e-05
58,1131.34,0.74349,0.53872,0.82242,0.93004,0.93674,0.97216,0.72023,0.76841,0.47822,0.82745,7.79903e-05,7.79903e-05,7.79903e-05
59,1150.61,0.7519,0.53441,0.82417,0.93528,0.93673,0.9733,0.72466,0.76562,0.47291,0.82835,7.62182e-05,7.62182e-05,7.62182e-05
60,1169.69,0.74469,0.53431,0.82628,0.94904,0.93507,0.97751,0.72893,0.76448,0.47146,0.82616,7.44461e-05,7.44461e-05,7.44461e-05
61,1188.98,0.74473,0.53282,0.8226,0.92794,0.94927,0.97232,0.72949,0.76943,0.47109,0.82735,7.2674e-05,7.2674e-05,7.2674e-05
62,1208.11,0.73791,0.53034,0.8254,0.87681,0.96377,0.97382,0.73507,0.76562,0.47213,0.82611,7.09019e-05,7.09019e-05,7.09019e-05
63,1227.37,0.73462,0.52463,0.81861,0.90769,0.96259,0.97434,0.72829,0.77085,0.47234,0.82663,6.91298e-05,6.91298e-05,6.91298e-05
64,1246.55,0.732,0.52023,0.819,0.93129,0.94049,0.97492,0.73221,0.77166,0.46838,0.82752,6.73577e-05,6.73577e-05,6.73577e-05
65,1265.75,0.72794,0.515,0.8179,0.94577,0.92859,0.97509,0.73116,0.76252,0.46653,0.82603,6.55856e-05,6.55856e-05,6.55856e-05
66,1284.88,0.72697,0.51423,0.81899,0.93104,0.94476,0.97491,0.73119,0.75859,0.46324,0.82381,6.38135e-05,6.38135e-05,6.38135e-05
67,1304.22,0.73252,0.51667,0.82013,0.94248,0.9329,0.97423,0.73252,0.76318,0.46561,0.82534,6.20414e-05,6.20414e-05,6.20414e-05
68,1323.36,0.73164,0.50861,0.82139,0.92258,0.94391,0.97721,0.73548,0.76401,0.46291,0.82605,6.02693e-05,6.02693e-05,6.02693e-05
69,1342.56,0.73021,0.5105,0.81882,0.93426,0.93913,0.97726,0.73413,0.75786,0.46104,0.82611,5.84972e-05,5.84972e-05,5.84972e-05
70,1361.47,0.72468,0.50345,0.82148,0.94539,0.93606,0.97564,0.73781,0.75561,0.46135,0.82623,5.67251e-05,5.67251e-05,5.67251e-05
71,1380.71,0.72729,0.50146,0.82027,0.94153,0.93121,0.97654,0.7362,0.75628,0.46048,0.82523,5.4953e-05,5.4953e-05,5.4953e-05
72,1399.85,0.71982,0.49649,0.81573,0.94506,0.93243,0.97578,0.73576,0.7624,0.45518,0.82748,5.31809e-05,5.31809e-05,5.31809e-05
73,1419.12,0.71504,0.49899,0.82107,0.94189,0.93857,0.97667,0.73729,0.75784,0.4543,0.82505,5.14088e-05,5.14088e-05,5.14088e-05
74,1438.21,0.71672,0.49499,0.81759,0.95165,0.92826,0.97639,0.73631,0.75925,0.4573,0.82515,4.96367e-05,4.96367e-05,4.96367e-05
75,1457.23,0.71253,0.49463,0.81434,0.94019,0.94252,0.97465,0.73505,0.75479,0.45455,0.82564,4.78646e-05,4.78646e-05,4.78646e-05
76,1476.38,0.70895,0.48759,0.82035,0.94438,0.94001,0.97543,0.73738,0.75585,0.45187,0.82421,4.60925e-05,4.60925e-05,4.60925e-05
77,1495.38,0.71361,0.4898,0.81775,0.9436,0.93895,0.97455,0.73499,0.75657,0.45409,0.8249,4.43204e-05,4.43204e-05,4.43204e-05
78,1514.29,0.7052,0.48288,0.81426,0.94151,0.94183,0.97561,0.73734,0.75554,0.45018,0.825,4.25483e-05,4.25483e-05,4.25483e-05
79,1533.31,0.70835,0.48563,0.81657,0.95547,0.93026,0.97785,0.73987,0.75443,0.44983,0.82509,4.07762e-05,4.07762e-05,4.07762e-05
80,1552.37,0.71003,0.48201,0.81804,0.93766,0.93596,0.97666,0.73722,0.75466,0.4512,0.82425,3.90041e-05,3.90041e-05,3.90041e-05
81,1571.3,0.70197,0.47688,0.81823,0.94989,0.93831,0.97918,0.7352,0.75335,0.45046,0.82342,3.7232e-05,3.7232e-05,3.7232e-05
82,1590.31,0.69968,0.47712,0.81614,0.92341,0.95044,0.97644,0.74145,0.75424,0.44747,0.82398,3.54599e-05,3.54599e-05,3.54599e-05
83,1609.41,0.70492,0.47929,0.8139,0.94114,0.946,0.97833,0.73871,0.75237,0.4443,0.82367,3.36878e-05,3.36878e-05,3.36878e-05
84,1628.55,0.70249,0.47691,0.81811,0.94498,0.94549,0.9777,0.74481,0.75013,0.44641,0.82384,3.19157e-05,3.19157e-05,3.19157e-05
85,1647.62,0.69744,0.47451,0.81537,0.95387,0.93792,0.97859,0.73688,0.75076,0.44484,0.82316,3.01436e-05,3.01436e-05,3.01436e-05
86,1666.76,0.68811,0.46664,0.81119,0.93214,0.94731,0.97666,0.74075,0.7483,0.44488,0.82203,2.83715e-05,2.83715e-05,2.83715e-05
87,1685.64,0.69914,0.47319,0.81542,0.94667,0.94112,0.97569,0.73897,0.7491,0.44619,0.82209,2.65994e-05,2.65994e-05,2.65994e-05
88,1704.6,0.69026,0.4662,0.81329,0.94963,0.93983,0.9772,0.73697,0.74597,0.44037,0.82281,2.48273e-05,2.48273e-05,2.48273e-05
89,1723.62,0.68525,0.46148,0.81283,0.9461,0.94948,0.97694,0.74378,0.74556,0.44191,0.82285,2.30552e-05,2.30552e-05,2.30552e-05
90,1742.71,0.68608,0.46115,0.81343,0.93901,0.95209,0.97887,0.74125,0.7479,0.44033,0.82299,2.12831e-05,2.12831e-05,2.12831e-05
91,1772.66,0.68265,0.46165,0.8135,0.94775,0.93422,0.97776,0.7415,0.74412,0.43844,0.82302,1.9511e-05,1.9511e-05,1.9511e-05
92,1791.74,0.6906,0.46459,0.81496,0.9397,0.94329,0.97613,0.74129,0.74576,0.43906,0.82235,1.77389e-05,1.77389e-05,1.77389e-05
93,1810.77,0.69015,0.46095,0.81247,0.9414,0.94105,0.977,0.74388,0.74173,0.43964,0.82175,1.59668e-05,1.59668e-05,1.59668e-05
94,1829.57,0.68526,0.464,0.81411,0.94666,0.94487,0.97902,0.74448,0.74276,0.43932,0.82169,1.41947e-05,1.41947e-05,1.41947e-05
95,1848.59,0.68423,0.46083,0.81794,0.95552,0.93698,0.9786,0.74235,0.74383,0.43842,0.82197,1.24226e-05,1.24226e-05,1.24226e-05
96,1867.65,0.68233,0.45544,0.81237,0.95449,0.93744,0.97864,0.74138,0.74404,0.43698,0.82254,1.06505e-05,1.06505e-05,1.06505e-05
97,1886.86,0.68744,0.45863,0.8134,0.95157,0.93542,0.97918,0.74185,0.74486,0.43731,0.82237,8.8784e-06,8.8784e-06,8.8784e-06
98,1905.91,0.68336,0.45551,0.81198,0.94891,0.93931,0.97798,0.74268,0.74234,0.43564,0.82195,7.1063e-06,7.1063e-06,7.1063e-06
99,1925.17,0.68049,0.45503,0.81488,0.95024,0.94159,0.97902,0.74493,0.74338,0.43547,0.82209,5.3342e-06,5.3342e-06,5.3342e-06
100,1944.25,0.67222,0.45269,0.80648,0.94929,0.9427,0.97898,0.74554,0.74197,0.43585,0.82193,3.5621e-06,3.5621e-06,3.5621e-06
